COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Slovak Republic,2007,4,US dollar,1678695985.7906249,2069023360.8687491,576476376.1999997,1993676922.717186,577417971.2781247,-1417200546.5171869,-345223522.2281248,-250423729.7624999,-384728505.8828123,134304776.1203124,-574475848.8109373,94799792.46562496,189748791.53593743
Slovak Republic,2008,1,US dollar,-1279102915.1613321,-995307103.8709999,679458090.7387317,666580200.6000216,-1586388633.0484378,12877890.138710089,1414472991.488088,1101214327.244178,557322370.0609051,543891957.1832725,557575867.8613342,-313258664.24391013,-253497.8004290405
Slovak Republic,2008,2,US dollar,1703436509.999999,2529065816.249998,348460871.3999998,931541064.8999994,1940397588.637499,-583080193.4999998,420522884.5493997,383973937.3558123,872160853.8070871,-488186916.45127475,872731201.968712,-36548947.19358748,-570348.1616249997
Slovak Republic,2008,3,US dollar,-471222615.9090825,89548852.2727257,131704538.86363402,1277720649.795432,671515555.5227153,-1146016110.931798,-2183748648.018779,-2180621671.328461,621813800.8640115,-2802435472.192473,633942074.672466,3126976.690318126,-12128273.80845433
Slovak Republic,2008,4,US dollar,209949683.90625,1167441494.0625,-635771926.0406251,1765049496.707813,-1077385863.796875,-2400821422.7484384,2300972538.571552,2161074276.083799,-174258241.59604222,2335332517.679841,-291007807.7832141,-139898262.48775318,116749566.18717189
Slovak Republic,2009,1,US dollar,3507560546.6666203,-11067146966.66652,1644459869.8158512,2055625648.8221953,1633708666.4761689,-411165779.0063437,-1326311803.174585,-1348851286.666649,-2373290354.285683,1024439067.6190339,-2371205777.7777457,-22539483.49206319,-2084576.5079364802
Slovak Republic,2009,2,US dollar,832635663.8709558,-466755814.1935417,784993581.6564404,299664321.2935441,-78831839.89193437,485329260.3628963,4060666528.3870387,3901855043.709622,3128518088.709633,773336954.9999888,3007603250.1612473,-158811484.6774171,120914838.54838541
Slovak Republic,2009,3,US dollar,69512800.90908875,1027816846.3636041,494756645.3181661,174590124.3409035,8903645.795454262,320166520.9772625,1505681594.999952,1549305883.6363142,415646500.9090777,1133659382.727237,433954399.0908953,43624288.636362255,-18307898.1818176
Slovak Republic,2009,4,US dollar,-1755352992.4615672,350272509.23077494,-430499693.2753915,-1008796650.1292471,-2092943272.1492639,578296956.8538554,-309185691.6923126,-204103938.9230802,347612211.69231325,-551716150.6153935,264847399.38461962,105081752.7692325,82764812.30769363
Slovak Republic,2010,1,US dollar,-712197587.301569,370066163.8095143,880359192.3809297,1678431213.81583,-513887206.2983995,-798072021.4349,752151047.7360568,852550163.9265305,601503746.258575,251046417.6679554,542038704.9887353,100399116.1904736,59465041.269839734
Slovak Republic,2010,2,US dollar,-261774663.49206498,241950951.11111248,130929266.52222289,134721186.8904769,-285212391.13016033,-3791920.3682539887,1669008195.635274,1640289227.698766,956489237.6149068,683799990.0838592,1025999306.027606,-28718967.9365081,-69510068.4126988
Slovak Republic,2010,3,US dollar,163316483.33333418,1516325768.181826,820434878.2181861,485388207.8212146,-397668536.20000213,335046670.3969714,-242733135.9046043,-136222385.9046037,712559548.4141126,-848781934.3187163,706878975.0807791,106510750.0000006,5680573.333333363
Slovak Republic,2010,4,US dollar,692717545.4545468,-1136600082.4242451,-591978756.8393952,-182707648.2878792,147111474.33939418,-409271108.551516,1142342977.096923,1230223026.490863,2995485896.919067,-1765262870.428203,3000375667.828157,87880049.39393957,-4889770.909090919
Slovak Republic,2011,1,US dollar,190150479.6874999,496306431.8749997,1043849526.0968739,1909852266.1343741,-264108072.37343732,-866002740.0374994,874555407.6562494,943912453.1249994,1137072508.749999,-193160055.6249999,1140355682.4999988,69357045.46874994,-3283173.7499999977
Slovak Republic,2011,2,US dollar,58857631.90476164,313571589.047618,-225515391.0952373,-146968514.20952332,-763246774.9238069,-78546876.88571401,820697004.2857115,851349022.85714,790476704.2857115,60872318.57142836,803428261.4285687,30652018.57142847,-12951557.142857099
Slovak Republic,2011,3,US dollar,-42381090.90909,712002327.2727122,1130495822.157552,1610001135.5151172,278582212.1696911,-479505313.35756564,91966967.27272531,-155538603.63636032,-5650812.121212001,-149887791.5151483,-36165197.5757568,-247505570.9090857,30514385.454544812
Slovak Republic,2011,4,US dollar,-601951067.9687502,-2205581068.750001,749141248.5953127,2058707704.4750009,-1348683164.1375,-1309566455.879688,721454202.5188986,682357716.5813986,226740922.2282938,455616794.35310483,146525718.32204378,-39096485.937500015,80215203.90625003
Slovak Republic,2012,1,US dollar,885067741.5384772,-107094245.3846173,204979303.2423113,1355358218.210882,3083812221.838516,-1150378914.96857,-2264840112.307732,-1991795665.3846512,1696205061.538492,-3688000726.923142,1706167316.923107,273044446.9230817,-9962255.38461556
Slovak Republic,2012,2,US dollar,284859881.1290243,-1081006728.387066,-364907045.4314414,-224501180.4043413,1130760460.301582,-140405865.02710012,-1146999908.225774,-1271169599.999964,2251584782.419292,-3522754382.419256,2246330956.45155,-124169691.7741901,5253825.967741788
Slovak Republic,2012,3,US dollar,242547455.38461238,-57886325.692306995,-88150371.97461434,-16780817.609419033,-1593901853.304597,-71369554.3651953,-2032897744.6153598,-1695206673.99998,661379401.5384536,-2356586075.538433,653252811.5384537,337691070.61538064,8126589.999999902
Slovak Republic,2012,4,US dollar,896404389.3749998,-703845367.4999999,-984136743.4593748,662489920.8630655,2508105248.756249,-1646626664.3224401,7002146.249999998,144840691.875,1181547345,-1036706653.125,1184789079.375,137838545.625,-3241734.374999999
Slovak Republic,2013,1,US dollar,141307306.4516167,776926059.6774405,1142832745.6451921,694500319.2580836,5206388468.467884,448332426.38710904,-198490543.5483925,107631266.12903519,4002694533.871077,-3895063267.742042,3888195996.7743,306121809.67742765,114498537.0967773
Slovak Republic,2013,2,US dollar,-402972493.6507793,733710371.7460057,-54528644.2380933,-899689321.0190156,3899743121.691924,845160676.7809223,-740241530.4761641,-750430138.0952114,2390404095.23801,-3140834233.333222,2410258817.777692,-10188607.61904726,-19854722.53968183
Slovak Republic,2013,3,US dollar,-83952935.15151598,-122354120.0000012,688986113.4787946,1533605608.25456,-396704102.1666705,-844619494.7757658,86468874.84848568,344577804.18182147,209087830.6060626,135489973.5757589,195051535.4545473,258108929.33333582,14036295.15151529
Slovak Republic,2013,4,US dollar,2616075155.3124976,-112961314.0624999,-500564246.1234371,-324514718.64687485,-2628592085.498435,-176049527.47656238,491449765.1562497,835750406.4999994,2584500426.562498,-1748750020.062499,2607500983.281248,344300641.3437498,-23000556.71874998
Slovak Republic,2014,1,US dollar,146824523.1745983,991065531.428538,1451883610.907888,896834867.3015572,5479567904.253784,555048743.6063306,736998842.5396577,1032565373.333299,3405315410.158616,-2372750036.825317,3408328599.9998846,295566530.79364085,-3013189.8412697404
Slovak Republic,2014,2,US dollar,1449223717.741977,-83635427.41935721,138689475.8225846,-639011684.4435666,-2128620345.048448,777701160.2661511,231025729.83871618,414063919.3548504,-270786834.677427,684850754.0322775,-288884992.74194366,183038189.5161342,18098158.064516637
Slovak Republic,2014,3,US dollar,386400475.0000029,92391468.6363643,391311671.4318211,357464845.6045482,3186144318.768206,33845500.26818207,262990923.63636562,416092998.63636684,605382836.8181864,-189289838.1818196,602731718.6363682,153102075.00000122,2651118.181818202
Slovak Republic,2014,4,US dollar,950226503.9062504,363118253.9062501,-1702672665.820313,-978203381.8359377,-2619291921.679689,-724469283.9843752,-283455703.1250001,142727695.3125,665271035.1562501,-522543339.84375024,665271035.1562501,426183398.4375001,0
Slovak Republic,2015,1,US dollar,-639761757.1428812,-250228942.8571523,1174533215.71433,1472642374.428627,-1645780081.857205,-298108032.5714398,-691789557.1428832,-45045714.28571598,95271685.71428928,-140317400.0000053,64865828.57143101,646743842.8571671,30405857.14285828
Slovak Republic,2015,2,US dollar,-767610687.0967497,251007036.7741855,767130999.4967496,121342173.19354449,791186116.8386843,645788826.3032051,-1111571012.258029,-1102728844.516094,-700189158.0644937,-402539686.4516,-713452409.6773965,8842167.741935201,13263251.612902801
Slovak Republic,2015,3,US dollar,-323490150,-126061110,-526300687.65,-468512674.05,-1211671820.3999999,-57786901.95,-440658060,-411088170,-1210142190,799054020.0000001,-1222370340,29569890,12228150
Slovak Republic,2015,4,US dollar,-334714747.0769327,457056492.0000131,2927658.76615393,394907542.74154973,-1262963295.624651,-391979883.9753958,571074179.0769393,962195370.7692584,-818933954.1538696,1781129324.9231281,-830981932.6154084,391121191.6923189,12047978.46153881
Slovak Republic,2016,1,US dollar,657877748.2354547,455653626.19352823,1586276970.590252,1700173847.187021,-506203320.2225582,-113896876.59676911,-187780250.3225723,81217162.25806092,-436170323.2257871,517387485.483848,-439476313.5483676,268997412.58063316,3305990.322580499
Slovak Republic,2016,2,US dollar,-66226267.60153935,-307583392.5323117,1133757972.330784,578310800.581546,764775793.4661639,555447171.749238,1604191787.384636,1741168039.538484,605157242.6153926,1136010796.923092,611706807.846162,136976252.1538479,-6549565.230769317
Slovak Republic,2016,3,US dollar,187459640.90909278,437581139.5075803,410952892.8030346,1163626576.93183,314495148.2197003,-752672567.5000077,1497510867.424258,1655290515.151532,-31600594.69697003,1686891109.8485022,-30037314.39393971,157779647.72727442,-1563280.303030319
Slovak Republic,2016,4,US dollar,-1100735692.03125,441924131.6015625,941816758.0078126,1326147867.773438,-2251035973.828126,-384331109.765625,1047655898.4374999,1384610519.53125,331667789.0625,1052942730.4687499,365115093.75,336954621.09375,-33447304.6875
Slovak Republic,2017,1,US dollar,2113956238.541492,-61197073.55999872,966578990.0953636,1767093316.864577,2460461388.4522552,-800514326.7692134,906887539.3845959,1337065496.307663,1172660851.38459,164404644.92307338,1164142475.999975,430177956.92306757,8518375.384615202
Slovak Republic,2017,2,US dollar,-326433463.0064544,-123835399.2903236,119338706.2580655,40344594.39677454,-1290759202.950011,78994111.861291,924246759.032266,1415797026.774206,177443033.8709693,1238353992.9032362,177443033.8709693,491550267.7419397,0
Slovak Republic,2017,3,US dollar,128466843.30769321,292750998.9769251,-92167941.79230833,650009103.2000045,567317896.2692345,-742178219.6000051,169495890.0000012,382099882.3076949,1113997935.3846228,-731898053.0769281,1109299504.615392,212603992.3076938,4698430.769230801
Slovak Republic,2017,4,US dollar,-321544038.5714248,-27786302.85714253,505110245.2857083,1765460443.928551,12755461273.64271,-1260349021.257128,546542448.5714221,956272677.142846,640497828.571421,315774848.5714249,505804902.8571369,409730228.5714238,134692925.7142841
Slovak Republic,2018,1,US dollar,-1300508714.285729,182661242.8571451,920853590.0000112,1023613445.8571551,-1034617372.14287,-102759855.8571441,909003964.2857251,1108136678.571442,466363900.00000554,641772778.5714363,466363900.00000554,199132714.2857167,0
Slovak Republic,2018,2,US dollar,189089538.5714322,-82212842.85714443,732248344.5000142,-267939995.30476707,319885405.59524435,1000187148.314305,881822101.4285885,949141313.3333516,1252733086.666691,-303591773.33333915,1234860729.523833,67319211.9047632,17872357.14285749
Slovak Republic,2018,3,US dollar,508536842.7692142,109196454.4615349,-339446307.4707581,799757623.4399738,-143629969.0153799,-1139205093.81227,1507469264.307643,1694463831.692252,75588599.99999753,1618875231.692255,74425698.46153603,186994567.3846093,1162901.5384615
Slovak Republic,2018,4,US dollar,-27279758.750000093,547421435.0000001,-355700660.20000005,696948755.325,3502016771.987501,-1052649415.525,1376543475,1518649331.25,-927968362.5000002,2446617693.75,-927968362.5000002,142105856.25,0
Slovak Republic,2019,1,US dollar,604116822.8571275,-270200022.857136,371808406.3999905,677494471.7714113,-1925382441.142808,-305686065.3714208,76891725.71428376,317675268.5714205,779593508.5714087,-461918239.9999882,779593508.5714087,240783542.8571367,0
Slovak Republic,2019,2,US dollar,531734840.00000006,-88322820,73604597.40000002,177544.6,1434894106.9,73427052.80000003,693997120.0000001,651633630.0000001,1201010560,-549376930.0000001,1092011660,-42363490.000000015,108998900
Slovak Republic,2019,3,US dollar,-1406495972.424211,-156672687.5757541,-359890173.0878708,557804805.1787755,-542561186.4848366,-917694978.2666464,453894897.5757475,645371383.0302887,-109748717.2727248,755120100.3030136,-109748717.2727248,191476485.4545412,0
Slovak Republic,2019,4,US dollar,-1146962075,688066534.3749999,-256434592.2624999,1044334432.73125,292178624.6499999,-1300769024.99375,624407924.9999999,722608249.3749998,110821335.625,611786913.7499999,110821335.625,98200324.37499999,0
Slovak Republic,2020,1,US dollar,-345794469.9999999,333224135.31249994,941756242.8562496,924735568.6249996,501164909.3984374,17020674.23125,914326449.3749998,724337969.8437498,-893045093.2812498,1617383063.125,-839014707.3437498,-189988479.5312499,-54030385.93749999
Slovak Republic,2020,2,US dollar,36236484.5161289,-182724400.6451602,580193477.8580612,-208623023.65161172,2995591974.6322412,788815400.0967697,2338409734.838696,2306909325.806438,4779250869.677392,-2472341543.870954,4794670650.322554,-31500409.03225789,-15419780.6451612
Slovak Republic,2020,3,US dollar,1827241059.39393,-225716638.0303019,475387761.11060363,-1487489009.368174,-2362139228.369685,1962875601.568172,275044665.6060592,574168889.6969668,-936180504.3939346,1510349394.090901,-939687236.2121165,299124224.0909076,3506731.8181817997
Slovak Republic,2020,4,US dollar,138495511.3846199,-464991820.3077074,-372444371.86462736,-370326977.09539664,-972571308.5908006,-2117394.769230838,1069194891.076958,1267693195.076964,-1326741668.92312,2594434864.000084,-1324355872.0000432,198498304.0000064,-2385796.9230770003
Slovak Republic,2021,1,US dollar,-1585820436.190452,520373686.6666587,2221776359.799966,1828121316.6190188,-3387276065.304709,393655043.1809463,1831729835.238067,2488612757.1428194,-250487819.9999961,2739100577.142815,-250487819.9999961,656882921.9047518,0
Slovak Republic,2021,2,US dollar,908242035.555522,1031358753.333295,-942293876.8221875,-175089819.1777713,1727161143.8888252,-767204057.6444161,1931521631.11104,2397580508.8888,2156532204.444365,241048304.4444356,2156532204.444365,466058877.77776057,0
Slovak Republic,2021,3,US dollar,1622969753.9394152,1142491491.515167,-426980850.78636926,239393932.698488,-2326825614.048516,-666374783.4848574,1036989027.121226,1430354081.515171,-219138638.3333363,1649492719.848507,-219138638.3333363,393365054.3939446,0
Slovak Republic,2021,4,US dollar,349118413.7878916,-488399851.06062406,354698819.4848616,827247116.4939699,22277525004.09022,-472548297.0091083,412012330.4545607,1111507036.3636768,-125216070.4545501,1236723106.818227,-125216070.4545501,699494705.9091166,0
Slovak Republic,2022,1,US dollar,186760448.4375,2019929222.5,656438860.0437499,1450700200.928125,8270753199.274999,-794261340.8843751,906657480.3125,1469967373.4375,-117103848.75,1587071222.1875,-117103848.75,563309893.125,0
Slovak Republic,2022,2,US dollar,538501174.285724,-157036226.19047868,-285476954.08095753,453074531.89048445,-9868252272.523989,-738550421.3190609,410636423.3333407,1236700205.714308,-423092856.1904838,1659793061.904792,-423092856.1904838,826063782.3809673,0
Slovak Republic,2022,3,US dollar,-772942961.2121167,1136657132.121205,797898465.9121166,1769140165.3545349,-16893002728.21202,-971241699.4424186,-389190274.242422,225559175.75757438,-153863580.6060597,379422756.3636342,-153863580.6060597,614749449.9999964,0
