COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
Rwanda,2019,2,US dollar,-222449904.614463,0,626695.508602803,-286578600.5182808,-64755391.412421
Rwanda,2019,3,US dollar,-50516607.9761196,0,15112103.9663148,-104003087.1446215,-68437961.0443376
Rwanda,2019,4,US dollar,-312618317.856361,0,14188303.4793329,-366933199.4905715,-68503185.1135433
Rwanda,2020,1,US dollar,-104548572.447108,0,-33718219.3881692,-212483902.0289275,-74217110.1936498
Rwanda,2020,2,US dollar,-455672747.588923,0,-313334.152489647,-294622209.859606,-48067339.6181932
Rwanda,2020,3,US dollar,-246157589.555606,0,-369548.289187384,-264933877.747132,-18406739.9023388
Rwanda,2020,4,US dollar,-129147260.717144,0,7905752.07429236,-150119835.1235387,-11922931.2358183
Rwanda,2021,1,US dollar,-57217165.9617793,0,-400000,-93399072.460778,-35781906.4989987
Rwanda,2021,2,US dollar,-33959870.8387894,0,1101917.75115585,-111474795.5745408,-58734145.7875692
Rwanda,2021,3,US dollar,-281803972.057259,0,-207657219.021982,-548118673.0392996,-58385226.9839076
Rwanda,2021,4,US dollar,-174159967.827195,0,6996600.159414,-248639573.9091582,-58994849.5856254
Rwanda,2022,1,US dollar,65168349.8189163,0,3947347.03088782,4275428.709652,-64840268.1401521
Rwanda,2022,2,US dollar,-301518682.646456,0,8227202.7448445205,-368856509.600582,-64897151.4989699
Rwanda,2022,3,US dollar,-17810497.3694963,0,11140304.8456403,-101485581.6940154,-84270784.8726169
Rwanda,2022,4,US dollar,-205658827.794902,0,37080982.6732401,-270316561.699923,-91093658.8682611
Rwanda,2023,1,US dollar,-390010159.586007,0,-781948.81325,-488801439.1216596,-87208046.3223778
Rwanda,2023,2,US dollar,-142353129.334784,0,65770216.4277522,-78517324.41668418,-89468074.4960238
Rwanda,2023,3,US dollar,29867938.3854144,0,-214348.81325,-117515212.160269,-136354340.532434
Rwanda,2023,4,US dollar,-426944798.952207,0,6002197.95724997,-438894862.9366117,-146135950.90647
Rwanda,2024,1,US dollar,-87670953.8276873,0,2349075.26348866,-266489139.04631,-170502566.262111
Rwanda,2024,2,US dollar,-619938385.102055,0,9760459.06381907,-574720052.047261,-118439949.549025
Guatemala,2001,1,US dollar,-128359594.777179,0,-71633953.34,-178377033.302005,21616514.8151739
Guatemala,2001,2,US dollar,-123214786.180766,0,10468023.51,-136192462.9539508,-23445700.283185
Guatemala,2001,3,US dollar,-452828031.87897,0,42706620.31,-428446068.9245991,-18324657.355629
Guatemala,2001,4,US dollar,-256349572.644802,0,-111913193.79,-803637094.7120259,-435374328.277224
Guatemala,2002,1,US dollar,-131023022.52049,0,108995585.17,-53467178.9580801,-31439741.60759
Guatemala,2002,2,US dollar,-359464918.6628,0,5696663.91,-378804991.8815598,-25036737.12876
Guatemala,2002,3,US dollar,-315661574.950261,0,30265759.97,-318893439.2947111,-33497624.3144501
Guatemala,2002,4,US dollar,-425927905.377651,0,1190794.01,-445348953.165891,-20642841.79824
Guatemala,2003,1,US dollar,-317308835.10128,0,-2444710,-373875398.4909602,-54121853.38968
Guatemala,2003,2,US dollar,-181408190.07792,0,-16744400,-220447763.5399198,-22295173.462
Guatemala,2003,3,US dollar,-558243001.052843,0,15803200,-571131466.972683,-28691665.91984
Guatemala,2003,4,US dollar,-321290093.59166,0,-3675000,-350865512.0295001,-25900418.43784
Guatemala,2004,1,US dollar,184700000,0,12700000,141600000,-55800000
Guatemala,2004,2,US dollar,22500000,0,13500000,31400000,-58300000
Guatemala,2004,3,US dollar,-34000000,0,-14100000,-75300000,-57400000
Guatemala,2004,4,US dollar,-453000000,0,-410900000,-500100000,-83300000
Guatemala,2005,1,US dollar,170300000,0,55500000,121600000,-109600000
Guatemala,2005,2,US dollar,90300000,0,-40300000,-13600000,-125100000
Guatemala,2005,3,US dollar,54900000,0,21300000,-39600000,-115800000
Guatemala,2005,4,US dollar,-602800000,0,40300000,-680100000,-119700000
Guatemala,2006,1,US dollar,-175100000,0,81800000,-230800000,-137500000
Guatemala,2006,2,US dollar,31500000,0,-129900000,-134400000,-142700000
Guatemala,2006,3,US dollar,53300000,0,11600000,-60600000,-126500000
Guatemala,2006,4,US dollar,-594000000,0,119900000,-619200000,-145100000
Guatemala,2007,1,US dollar,-278900000,0,33200000,-404800000,-159100000
Guatemala,2007,2,US dollar,-151300000,0,9300000,-296900000,-154900000
Guatemala,2007,3,US dollar,-158200000,0,116100000,-197400000,-198700000
Guatemala,2007,4,US dollar,-471400000,0,26300000,-652100000,-207000000
Guatemala,2008,1,US dollar,-239847250,0,-36888310,-452299830,-175564270
Guatemala,2008,2,US dollar,-672014910,0,-743380,-855426140,-182667850
Guatemala,2008,3,US dollar,172321340,0,4140280,-1596570.00000016,-178058190
Guatemala,2008,4,US dollar,-198730570,0,-4708160,-387722380,-184283650
Guatemala,2009,1,US dollar,-350265510,0,35400460,-438002850,-123137800
Guatemala,2009,2,US dollar,262732280,0,-3909900,140141790,-118680590
Guatemala,2009,3,US dollar,34612139.9999999,0,14107000,-67624154.2551536,-116856950
Guatemala,2009,4,US dollar,-196304260,0,-4697570,-333643660,-132641830
Guatemala,2010,1,US dollar,-95556830,0,31361970,-219128350,-154933490
Guatemala,2010,2,US dollar,-188417150,0,11168740,-316323180,-139074770
Guatemala,2010,3,US dollar,-42407759.9999999,0,8768190,-204064170,-170424600
Guatemala,2010,4,US dollar,-335699420,0,20566610,-458678470,-143545660
Guatemala,2011,1,US dollar,157242860,0,-11250530,-180598580,-326590910
Guatemala,2011,2,US dollar,-430665350,0,-37157850,-786523470,-318700270
Guatemala,2011,3,US dollar,-435008830,0,2969240,-660072830,-228033240
Guatemala,2011,4,US dollar,-387438520,0,314004930,-339682170,-266248580
Guatemala,2012,1,US dollar,1088009.99999999,0,-3394520,-394740810,-392434300
Guatemala,2012,2,US dollar,60279990,0,-691859020,-964445080,-332866050
Guatemala,2012,3,US dollar,-6503750,0,-6719130,-227161230,-213938350
Guatemala,2012,4,US dollar,-120602430,0,35169.999999999,-407563770,-286996510
Guatemala,2013,1,US dollar,258350490,0,-666534930,-810763650,-402579210
Guatemala,2013,2,US dollar,46244780,0,2104740,-337428240,-385777770
Guatemala,2013,3,US dollar,-52894100,0,283748900,-121862830,-352717630
Guatemala,2013,4,US dollar,-726332650,0,-331621930,-1365738690,-307784120
Guatemala,2014,1,US dollar,1319457610,0,-774188460,165984870,-379284280
Guatemala,2014,2,US dollar,-74141440,0,3015790,-413402310,-342276660
Guatemala,2014,3,US dollar,-380192480,0,18935280,-708795470,-347538270
Guatemala,2014,4,US dollar,-631160930,0,3008350,-946795860,-318643290
Guatemala,2015,1,US dollar,517770790,0,-21127380,230370940,-266272460
Guatemala,2015,2,US dollar,-258898080,0,-8399070,-391764420,-124467280
Guatemala,2015,3,US dollar,-391472450,0,10524000,-617357320,-236408860
Guatemala,2015,4,US dollar,-403069720,0,-14820270,-838833430,-420943440
Guatemala,2016,1,US dollar,838280260,0,10802530,627147260,-221935530
Guatemala,2016,2,US dollar,567439100,0,-627699480,-354507019.9999999,-294246650
Guatemala,2016,3,US dollar,192980900,0,3613030,-40534620,-237128550
Guatemala,2016,4,US dollar,-1080871570,0,2852590,-1289731620,-211712640
Guatemala,2017,1,US dollar,688187520,0,36801410,469227210,-255761730
Guatemala,2017,2,US dollar,-436333940,0,-824379000,-1423234870,-162521930
Guatemala,2017,3,US dollar,-547022980,0,4852120,-774338500,-232167630
Guatemala,2017,4,US dollar,-161396880,0,-21180580,-466142950,-283565480
Guatemala,2018,1,US dollar,457963400,0,121424030,372837990,-206549440
Guatemala,2018,2,US dollar,-278456900,0,2912720,-411574950,-136030770
Guatemala,2018,3,US dollar,-16486550,0,-18593920,-156929730,-121849260
Guatemala,2018,4,US dollar,-80519120,0,-11704250,-407928180,-315704810
Guatemala,2019,1,US dollar,768695360,0,168023420,683766850,-252951930
Guatemala,2019,2,US dollar,320876440,0,-1182037140,-987102610,-125941910
Guatemala,2019,3,US dollar,233055810,0,1665380,38370150,-196351040
Guatemala,2019,4,US dollar,-260459060,0,345571330,-135929920,-221042190
Guatemala,2020,1,US dollar,436612280,0,-82776240,84459350,-269376690
Guatemala,2020,2,US dollar,520931830,0,-1065695110,-667508539.9999996,-122745260
Guatemala,2020,3,US dollar,903936220,0,22776220,730791120.0000002,-195921320
Guatemala,2020,4,US dollar,-758787920,0,803252010,-150113120,-194577210
Guatemala,2021,1,US dollar,754581490,0,-56241760,592405920,-105933810
Guatemala,2021,2,US dollar,1047948600,0,-690960610,220191420,-136796570
Guatemala,2021,3,US dollar,-546346840,0,20354770,-741673570.6929872,-218556320
Guatemala,2021,4,US dollar,1913974120,0,-938759860,-1549087810,-2524302070
Guatemala,2022,1,US dollar,889685010,0,-823638340,-83325290,-149371960
Guatemala,2022,2,US dollar,277953530,0,853988710,810310170,-321632070
Guatemala,2022,3,US dollar,-591927840,0,-300577720,-769613830,122891730
Guatemala,2022,4,US dollar,947577510,0,-110539460,465327310,-371710740
Guatemala,2023,1,US dollar,1008444220,0,223659730,963049250.0000002,-269054700
Guatemala,2023,2,US dollar,1337162030,0,-1007353690,66471260.0000004,-263337080
Guatemala,2023,3,US dollar,1528950160,0,-186985710,1122123080,-219841370
Guatemala,2023,4,US dollar,441334520,0,-426281310,-228701640,-243754850
Guatemala,2024,1,US dollar,929784290,0,-190646160,485172280,-253965850
Guatemala,2024,2,US dollar,1055596050,0,-71416250,742963720,-241216080
Guatemala,2024,3,US dollar,-394463990,0,-1243729890,-1874470010,-236276130
Guatemala,2024,4,US dollar,756400770,0,15202370,500059710,-271543430
Guatemala,1999,1,US dollar,-223400000,NA,16600000,-175100000,31700000
Guatemala,1999,2,US dollar,-16100000,NA,-36300000,-115600000,-63200000
Guatemala,1999,3,US dollar,117300000,NA,-53700000,-52299999.99999996,-115900000
Guatemala,1999,4,US dollar,-250200000,NA,-37100000,-294500000,-7200000
Guatemala,2000,1,US dollar,-240500000,NA,2200000,-225600000,12700000
Guatemala,2000,2,US dollar,-342700000,NA,-18900000,-574900000,-213300000
Guatemala,2000,3,US dollar,-410800000,NA,-27300000,-379100000,59000000
Guatemala,2000,4,US dollar,-254200000,NA,1400000,-341100000,-88300000
Bangladesh,1999,1,US dollar,197154639.1752577,0,969072.1649484535,95546391.75257728,-64453608.24742268
Bangladesh,1999,2,US dollar,292412371.1340206,0,1381443.298969072,177030927.8350516,-68432989.69072165
Bangladesh,1999,3,US dollar,20279.2040817982,0,101396.020408991,-12816456.97969651,-12836736.18377826
Bangladesh,1999,4,US dollar,253847691.3851689,0,-1179292.424545273,187167699.3803717,-33879672.19668199
Bangladesh,2000,1,US dollar,122156862.745098,0,215686.2745098039,45235294.11764707,-57764705.88235294
Bangladesh,2000,2,US dollar,77803921.56862745,0,803921.568627451,-44176470.5882353,-89960784.31372549
Bangladesh,2000,3,US dollar,376645529.4863663,0,-3405199.746353834,240837032.3398858,-111344324.6670893
Bangladesh,2000,4,US dollar,63203703.7037037,0,1092592.592592593,14055555.55555556,-21314814.81481481
Bangladesh,2004,1,US dollar,76449226.17431442,0,-50909.58457778985,53607792.56041272,-96270024.4366006
Bangladesh,2005,1,US dollar,-145952145.7928442,0,0,-371937426.323,-221875298.6905407
Bangladesh,2005,2,US dollar,174706451.1310902,0,0,-51710719.74173467,-218980512.1808697
Bangladesh,2005,3,US dollar,416960363.2548687,0,-814495.7707691303,328226427.775228,-186381220.9035474
Bangladesh,2005,4,US dollar,239033238.622273,0,-18706024.89885285,31733435.09626822,-184145024.328967
Bangladesh,2017,3,US dollar,-1032806613.624261,0,71028460.54600982,-1173822461.485453,-212044308.4072033
Bangladesh,2017,4,US dollar,-2061361308.417786,0,-177825336.6566418,-2767291844.297173,-515389375.6044208
Bangladesh,2018,1,US dollar,-1067721820.304886,0,54403595.06033051,-1385192732.676899,-371874507.4323435
Bangladesh,2018,2,US dollar,-3087695593.644719,0,130828458.828518,-3675181957.732175,-705106007.4028873
Bangladesh,2018,3,US dollar,874218621.2112626,0,128908887.9955855,390977457.2552289,-599385731.7156725
Bangladesh,2018,4,US dollar,-801267525.0864078,0,-336595081.5979749,-1889251386.329232,-726049947.6909131
Bangladesh,2019,1,US dollar,-877124390.3406165,0,254129822.7526866,-1512454895.11876,-876719933.3835604
Bangladesh,2019,2,US dollar,-1601483353.661115,0,144017563.0134571,-1920901305.276851,-425574800.1358107
Bangladesh,2019,3,US dollar,378189349.112426,0,-27491124.26035503,168165680.4733727,-170023668.6390533
Bangladesh,2019,4,US dollar,-1637077534.400559,0,15752921.24718487,-2084349661.39866,-412665222.9109102
Bangladesh,2020,1,US dollar,-1147229199.372057,0,4073783.359497647,-1602939560.439561,-447244897.9591838
Bangladesh,2020,2,US dollar,-4184740973.312404,0,-7158555.729984304,-3747704081.632654,-241200941.9152277
Bangladesh,2020,3,US dollar,228829615.528361,0,170340063.1229718,158939257.4031555,-227237982.8787485
Bangladesh,2020,4,US dollar,-2909269224.570659,0,22853683.75124313,-3543724277.813374,-604820735.7675483
Bangladesh,2021,1,US dollar,-3958794247.803916,0,79763141.67628516,-4201680325.436447,-309654100.7211076
Bangladesh,2021,2,US dollar,-6039435791.52669,0,71021804.64522849,-6259906434.304681,-212947496.2789609
Bangladesh,2021,3,US dollar,-2841764705.882353,0,96117647.05882353,-3133893523.002463,-374611764.7058824
Bangladesh,2021,4,US dollar,-4762855246.461319,0,66500221.05500894,-5516882134.627937,-743458707.0973601
Bangladesh,2022,1,US dollar,-3926684260.390052,0,68682557.70041941,-4374475467.797967,-516473765.1083341
Bangladesh,2022,2,US dollar,-3309223364.822432,0,125505196.1228966,-3451229018.96779,-192772816.7733676
Bangladesh,2022,3,US dollar,1420454586.092912,0,58743022.13638063,962313864.159096,-504974806.7399802
Bangladesh,2022,4,US dollar,1296110236.220472,0,70292125.98425196,917308661.417322,-389068503.9370078
Bangladesh,2023,1,US dollar,3279282032.829769,0,78930634.306812,3503719661.74737,-313968963.4513844
Bangladesh,2023,2,US dollar,-674774531.1328226,0,52481931.38017936,-1124314505.873322,-440603007.7797938
Bangladesh,2023,3,US dollar,5406783566.989318,0,81466258.33553202,5112190534.294166,-316769552.300403
Bangladesh,2023,4,US dollar,435405853.3914471,0,110317415.3856333,813150926.6305479,-315876467.7931508
Bangladesh,2024,1,US dollar,5757718181.818182,0,68854545.45454545,5383363636.363636,-384263636.3636364
Bangladesh,2024,2,US dollar,-5245742725.056078,0,124700573.9314285,-4581337787.237926,-551504383.1230804
Bangladesh,2024,3,US dollar,1185892908.602362,0,-2271116.476498311,719153238.0544434,-405007360.0996932
Bangladesh,2024,4,US dollar,-2305061857.314088,0,-5841696.716546914,-2561163174.707698,-167617528.8967541
Ecuador,1999,1,US dollar,496500000,NA,-16600000,408480000,-145970000
Ecuador,1999,2,US dollar,381970000,NA,9450000,388160000,-158350000
Ecuador,1999,3,US dollar,467410000,NA,-31030000,413780000,-116400000
Ecuador,1999,4,US dollar,239210000,NA,9360000,133090000,-227690000
Ecuador,2000,1,US dollar,344163118.003268,0,-40557043.3439742,460820441.4668742,-33671633.1924195
Ecuador,2000,2,US dollar,238917197.239824,0,9536540,461494553.001963,-22153184.2378608
Ecuador,2000,3,US dollar,80128414.904601,0,1751576831.05,5504428517.17674,89896271.2221392
Ecuador,2000,4,US dollar,-149745815.561691,0,4211585.72,-139168315.7195519,-10632085.8778608
Ecuador,2001,1,US dollar,267594507.143359,0,15844746.25,157458909.840859,-132269343.5525
Ecuador,2001,2,US dollar,-247537942.344771,0,-244153.4,-219861187.287271,-139304091.5425
Ecuador,2001,3,US dollar,-115572943.673033,0,-55082.62,-204358768.025533,-72062741.7325
Ecuador,2001,4,US dollar,-239865425.152304,0,-55052507.63,-497532331.1248039,-194932398.3425
Ecuador,2002,1,US dollar,-71810369.046203,0,-59455.06,-253151451.9962031,-195017627.89
Ecuador,2002,2,US dollar,-90432346.739697,0,531682.68,-584956478.5996969,-465661814.54
Ecuador,2002,3,US dollar,-359889384.16933,0,-438219.56,-315057055.0493299,39042548.68
Ecuador,2002,4,US dollar,-5591191.32872897,0,-259434.23,-110725741.358729,-161624115.8
Ecuador,2003,1,US dollar,362590317.108868,0,-6598104.52,-104962777.7820367,-370552990.370905
Ecuador,2003,2,US dollar,-167255369.347857,0,161661348.28,-214040315.9387619,-234785294.870905
Ecuador,2003,3,US dollar,-228361977.652569,0,110421939.76,-274347598.8434736,-168801560.950905
Ecuador,2003,4,US dollar,300517907.02292,0,38057310.7200001,271946649.9120152,-97373567.8309047
Ecuador,2004,1,US dollar,-78041277.500834,0,291699178,-31368660.3822452,-248824560.881411
Ecuador,2004,2,US dollar,242953423.94301,0,15342148,76221842.52159902,-175002729.421411
Ecuador,2004,3,US dollar,132335673.85411,0,-43176215,-117838005.427301,-213835464.281411
Ecuador,2004,4,US dollar,262322070.270901,0,-73550426.8,-24931195.84050993,-199276839.311411
Ecuador,2005,1,US dollar,110575566.8859,0,311606740,254704413.224489,-209478893.661411
Ecuador,2005,2,US dollar,-131406338.257362,0,-29965855.9999999,-67495695.138773,148931499.118589
Ecuador,2005,3,US dollar,355712244.702807,0,-58389131.9999999,110303066.241396,-186854046.461411
Ecuador,2005,4,US dollar,782932299.940712,0,-589106268.15,-51887362.75069903,-246012394.541411
Ecuador,2006,1,US dollar,244991749.901902,0,283538296,614215608.021902,86123562.12
Ecuador,2006,2,US dollar,-159578409.97499,0,903144471,770707789.58501,14890728.56
Ecuador,2006,3,US dollar,-117536055.829135,0,153628729,-185643476.149135,-225165149.32
Ecuador,2006,4,US dollar,1127618726.26673,0,43562279.1400001,1007936011.51673,-147277993.89
Ecuador,2007,1,US dollar,496850155.447913,0,-342860926,-59307612.712087,-232398842.16
Ecuador,2007,2,US dollar,-586091205.693603,0,130511483.8,-509008837.2536027,-59606115.3599999
Ecuador,2007,3,US dollar,353559272.945385,0,192460962,344650856.955385,-188001377.99
Ecuador,2007,4,US dollar,353557060.259798,0,138162912,833976780.8397985,286133808.58
Ecuador,2008,1,US dollar,1126092867.37055,0,-102241467.6,538611629.3544796,-425148770.416073
Ecuador,2008,2,US dollar,-326853423.761718,0,-64104963,-509168962.99779,-110049576.236073
Ecuador,2008,3,US dollar,145479007.099479,0,196894825.02,34272844.8131438,-308827987.306335
Ecuador,2008,4,US dollar,1068808433.89572,0,-243695084.72,672285662.97938,-213377686.196335
Ecuador,2009,1,US dollar,382544597.531245,0,188075481.04,527471562.5022832,-147160516.068962
Ecuador,2009,2,US dollar,27566396.7131635,0,2805027059,2634632611.13368,-203622844.579481
Ecuador,2009,3,US dollar,-1480735954.04817,0,225513767.04,-1764097201.518214,-119496805.347515
